Index,Agency Abbreviation,Agency Name,QuestionID,Full Question Text,Tags
320,HUD,Department of Housing and Urban Development,HUD 320,"What are the distinct impacts and challenges of climate change in tribal communities, and what are implications for housing and community development?","Mission-Focused, Equity, Climate Change, Native American & Tribal Communities"
321,HUD,Department of Housing and Urban Development,HUD 321,"What are the most effective disaster recovery, mitigation, and adaptation strategies undertaken by tribal communities, including pandemic response?","Mission-Focused, Equity, Pandemic Response, Native American & Tribal Communities, Disaster Response & Recovery"
322,HUD,Department of Housing and Urban Development,HUD 322,How are crisis response approaches to prevent and end homelessness different in tribal areas?,"Mission-Focused, Equity, Housing, Native American & Tribal Communities"
323,HUD,Department of Housing and Urban Development,HUD 323,What is the feasibility of developing local sources of building components and materials in tribal areas to reduce housing construction costs?,"Mission-Focused, Housing, Natural Resources & Environment"
324,HUD,Department of Housing and Urban Development,HUD 324,What additional approaches can encourage asset building among HUD assisted households?,"Mission-Focused, Equity"
325,HUD,Department of Housing and Urban Development,HUD 325,What is the unmet need for childcare among HUD-assisted households with children?,"Mission-Focused, Equity"
326,HUD,Department of Housing and Urban Development,HUD 326,What effect does improved access to affordable childcare have on the employment outcomes of parents/guardians and on the developmental outcomes of children?,"Mission-Focused, Equity"
327,HUD,Department of Housing and Urban Development,HUD 327,What proportion of public housing residents employed under Section 3 requirements receive training or certifications to improve their long-term employment prospects?,"Mission-Focused, Equity, Workforce Development & Employment"
328,HUD,Department of Housing and Urban Development,HUD 328,How many HUD-assisted tenants receive services from other federal programs focused on labor market outcomes?,"Mission-Focused, Equity, Social Services, Workforce Development & Employment"
329,HUD,Department of Housing and Urban Development,HUD 329,Are there service delivery models evaluated in the research literature that could improve self-sufficiency outcomes for HUD-assisted households?,"Mission-Focused, PMA - Customer Experience & Service Delivery, Equity, Social Services"
330,HUD,Department of Housing and Urban Development,HUD 330,What are the costs and benefits of making broadband internet services a reimbursable expense for providers of HUD-assisted housing?,"Mission-Focused, Infrastructure"
331,HUD,Department of Housing and Urban Development,HUD 331,"What is the policy value of implementing rent payment reporting to credit bureaus, and what are the equity tradeoffs for households in HUD-assisted housing?","Mission-Focused, Equity, Housing"
332,HUD,Department of Housing and Urban Development,HUD 332,How did Public Housing Authorities (PHAs) and Continuum of Care groups (CoCs) partner to administer their allocation of Emergency Housing Vouchers (EHV) and what were the outcomes of tenants who leased up with an EHV?,"Mission-Focused, Equity, Housing"
333,HUD,Department of Housing and Urban Development,HUD 333,"To what extent did the Emergency Rental Assistance Program prevent evictions and homelessness in the short-term, did it have lasting effects on housing stability, and could it serve as a model for future HUD programs?","Mission-Focused, Equity, Housing"
334,HUD,Department of Housing and Urban Development,HUD 334,"How were eviction and foreclosure moratoria implemented during the pandemic, and what lessons does that experience have for the future?","Mission-Focused, Pandemic Response, Housing"
335,HUD,Department of Housing and Urban Development,HUD 335,How are HUD grantees implementing the Eviction Prevention Services program?,"Mission-Focused, Housing, Social Services, Grant Programs & Administration"
336,HUD,Department of Housing and Urban Development,HUD 336,What have been the challenges and outcomes associated with implementing pandemic-related programs to prevent and end homelessness?,"Mission-Focused, Pandemic Response, Housing"
337,HUD,Department of Housing and Urban Development,HUD 337,"What are the barriers people experiencing unsheltered homelessness face when trying to access the shelter system, and what can shelter providers do to address these barriers?","Mission-Focused, Equity, Housing"
338,HUD,Department of Housing and Urban Development,HUD 338,"What kinds of homelessness prevention and diversion strategies are communities employing, and which strategies are most effective at resolving homelessness and preventing returns to homelessness?","Mission-Focused, Equity, Housing"
339,HUD,Department of Housing and Urban Development,HUD 339,"For what portion of people experiencing homelessness is Rapid Rehousing the right resource, and what will the optimal program structure and duration be in different housing markets?","Mission-Focused, Equity, Housing"
340,HUD,Department of Housing and Urban Development,HUD 340,What strategies best support formerly homeless tenants who wish to “Move-On” from Permanent Supportive Housing?,"Mission-Focused, Equity, Housing"
341,HUD,Department of Housing and Urban Development,HUD 341,What are the long-term outcomes of the Section 811 Housing for Persons with Disabilities program?,"Mission-Focused, Equity, Housing, Individuals with Disabilities"
342,HUD,Department of Housing and Urban Development,HUD 342,"Are Mainstream, Non-Elderly Disabled (NED) vouchers an effective intervention for persons with disabilities experiencing homelessness?","Mission-Focused, Equity, Housing, Social Services, Individuals with Disabilities"
343,HUD,Department of Housing and Urban Development,HUD 343,What are the costs and preparations necessary for older adults to age in place successfully in public and assisted housing?,"Mission-Focused, Equity, Housing"
344,HUD,Department of Housing and Urban Development,HUD 344,"How well are housing protections provided under the Violence Against Women Act (VAWA) assisting victims of domestic violence, dating violence, sexual assault and stalking achieve housing stability?","Mission-Focused, Equity, Housing"
345,HUD,Department of Housing and Urban Development,HUD 345,How can HUD capture ‘positive’ and ‘negative’ outcomes and motivations for exit by assisted tenants?,"Mission-Focused, Housing"
346,HUD,Department of Housing and Urban Development,HUD 346,"What data linkages should HUD invest in as permanent, regular linkages and what data linkages can remain as ad-hoc efforts?","Operationally-Focused, Data Related"
347,HUD,Department of Housing and Urban Development,HUD 347,"Could HUD link IRS, HUD, and Census records to add to the evidence base on the effects of housing assistance on tenants’ employment, income, and earnings?","Mission-Focused, Data Related"
348,HUD,Department of Housing and Urban Development,HUD 348,What can HUD learn about mortality outcomes through data linkages with the Census Bureau?,"Mission-Focused, Data Related"
349,HUD,Department of Housing and Urban Development,HUD 349,Are there components of HUD’s administrative data collection that do not yield sufficiently complete and/or high quality data for effective policymaking? How can these deficiencies be addressed?,"Operationally-Focused, Data Related"
350,HUD,Department of Housing and Urban Development,HUD 350,Which data currently collected on paper forms would support useful policy analysis and performance assessment if digitized in accessible and searchable form?,"Operationally-Focused, PMA - Customer Experience & Service Delivery, Data Related"
351,HUD,Department of Housing and Urban Development,HUD 351,Are there data sources that HUD maintains internally that could be made public while protecting privacy?,"Operationally-Focused, Data Related"
352,HUD,Department of Housing and Urban Development,HUD 352,How do Real Estate Assessment Center (REAC) physical inspection results for the HUD stock compare with occupant-reported data from the American Housing Survey and the American Healthy Homes Survey?,"Operationally-Focused, Housing"
353,HUD,Department of Housing and Urban Development,HUD 353,"What would be the policy value of creating a national evictions database, including how the database could inform policy to advance housing stability?","Mission-Focused, Operationally-Focused, Housing, Data Related"
354,HUD,Department of Housing and Urban Development,HUD 354,What can we learn from the American Housing Survey about how renter and homeowner decisions are changing in response to climate change?,"Mission-Focused, Climate Change, Housing, Data Related"
355,HUD,Department of Housing and Urban Development,HUD 355,"As HUD works to test and validate the American Housing Survey Housing Insecurity module, are there examples or test cases worthy of research for how a housing insecurity index might be applied?","Mission-Focused, Housing"
356,HUD,Department of Housing and Urban Development,HUD 356,What do the next generation surveys on lead hazards and healthy homes tell us?,"Mission-Focused, Public Health, Housing"
357,HUD,Department of Housing and Urban Development,HUD 357,How could HUD cost-effectively capture data on energy expenditures and energy consumption of public and assisted housing developments?,"Mission-Focused, Energy, Housing, Data Related"
358,HUD,Department of Housing and Urban Development,HUD 358,Which drivers of customer experience most frequently hinder satisfaction and trust for specific program services?,"Operationally-Focused, PMA - Customer Experience & Service Delivery, Housing"
359,HUD,Department of Housing and Urban Development,HUD 359,How can federal policy make first-time homeownership more available and attainable to all Americans and more likely to result in housing stability and wealth-building for underserved populations?,"Mission-Focused, Equity, Economic Development, Housing"
360,HUD,Department of Housing and Urban Development,HUD 360,How can federal policy mitigate market constraints in affordable housing production and finance?,"Mission-Focused, Housing"
361,HUD,Department of Housing and Urban Development,HUD 361,"How can federal policy most effectively support equitable community development, place-building, and quality of life improvements in American communities?","Mission-Focused, Equity, Economic Development, Housing"
362,HUD,Department of Housing and Urban Development,HUD 362,"How can housing assistance respond more effectively to varied individual needs of people who have barriers to housing stability, and what combination of supports and policies are most effective at preventing evictions, homelessness, and housing insecurity for lower income persons?","Mission-Focused, PMA - Customer Experience & Service Delivery, Equity, Housing"
363,HUD,Department of Housing and Urban Development,HUD 363,"How can housing assistance, including temporary assistance, best support moves to opportunity neighborhoods, human capital development, and increased economic opportunity?","Mission-Focused, Equity, Economic Development, Housing"
364,HUD,Department of Housing and Urban Development,HUD 364,"How can housing discrimination associated with online advertising, social media, and finance be measured, investigated, and prevented?","Mission-Focused, Equity, Housing"
365,HUD,Department of Housing and Urban Development,HUD 365,How can HUD best address the health needs of residents in its assisted housing programs and also bring housing assistance to those for whom lack of housing is a major barrier to health?,"Mission-Focused, Equity, Public Health, Housing"
366,HUD,Department of Housing and Urban Development,HUD 366,How can HUD better respond to housing and development challenges unique to Native American communities and tribal lands?,"Mission-Focused, Equity, Housing, Native American & Tribal Communities"
367,HUD,Department of Housing and Urban Development,HUD 367,"How can HUD most effectively meet needs for high-quality, rent-assisted housing that supports housing security and economic advancement?","Mission-Focused, Equity, Economic Development, Housing"
368,HUD,Department of Housing and Urban Development,HUD 368,"How should HUD improve data, methods, and processes to build capacity for evidence-based policymaking?","Mission-Focused, Operationally-Focused, Data Related"
369,HUD,Department of Housing and Urban Development,HUD 369,What were the outcomes of the Choice Neighborhoods program for both residents and the communities in which it was implemented?,"Mission-Focused, Equity, Economic Development, Housing"
370,HUD,Department of Housing and Urban Development,HUD 370,How effective are Community Development Block Grant (CDBG) economic development activities across different community types and program approaches?,"Mission-Focused, Equity, Economic Development, Housing"
371,HUD,Department of Housing and Urban Development,HUD 371,To what extent does Community Development Block Grant (CDBG) investment benefit low- and moderate-income persons and individuals who are members of protected class groups or underserved communities?,"Mission-Focused, Equity, Housing"
372,HUD,Department of Housing and Urban Development,HUD 372,How are Community Development Block Grant (CDBG) grantees using the Section 108 loan guarantee program to expand access to alternative forms of affordable housing?,"Mission-Focused, Equity, Housing, Grant Programs & Administration"
373,HUD,Department of Housing and Urban Development,HUD 373,"How can HUD support and increase access to healthy environments in communities through the siting of recreation, health clinics, healthy food, and other assets connected to place-based investments?","Mission-Focused, Equity, Public Health, Housing"
374,HUD,Department of Housing and Urban Development,HUD 374,Can technical assistance build capacity and improve financial management of distressed local governments?,"Mission-Focused, PMA - Business of Government"
375,HUD,Department of Housing and Urban Development,HUD 375,What are the implications for the housing finance system of differences in the composition of mortgage-backed securities of Government National Mortgage Association (GNMA) versus those of the housing government-sponsored enterprises (GSEs) and their changes over time?,"Mission-Focused, Housing"
376,HUD,Department of Housing and Urban Development,HUD 376,To what extent is the Government National Mortgage Association (GNMA) portfolio vulnerable to climate risk?,"Mission-Focused, Climate Change, Housing, Disaster Response & Recovery"
377,HUD,Department of Housing and Urban Development,HUD 377,How much does student loan debt influence mortgage default risk?,"Mission-Focused, Education, Housing"
378,HUD,Department of Housing and Urban Development,HUD 378,"How effectively does a post-purchase, light-touch homeownership counseling program prepare Federal Housing Administration (FHA) borrowers for sustainable homeownership?","Mission-Focused, Housing"
379,HUD,Department of Housing and Urban Development,HUD 379,What risks and benefits are associated with providing down-payment assistance and other assistance to first-time homebuyers?,"Mission-Focused, Housing"
380,HUD,Department of Housing and Urban Development,HUD 380,What are the challenges and opportunities associated with small-dollar mortgages for low- and moderate-income homebuyers?,"Mission-Focused, Equity, Housing"
381,HUD,Department of Housing and Urban Development,HUD 381,"What are the gaps in financing for multifamily housing in America, and under what conditions would an expanded Federal Housing Administration (FHA) role be likely to support both increasing the supply of multifamily housing, and at preserving and enhancing the supply of occurring affordable housing?","Mission-Focused, Equity, Housing"
382,HUD,Department of Housing and Urban Development,HUD 382,How is the Housing Trust Fund being used to increase the production of affordable housing?,"Mission-Focused, Equity, Housing, Grant Programs & Administration"
383,HUD,Department of Housing and Urban Development,HUD 383,What happens to the Low-Income Housing Tax Credit (LIHTC) portfolio as communities start to reach the end of the extended use affordability period?,"Mission-Focused, Housing"
384,HUD,Department of Housing and Urban Development,HUD 384,What do housing subsidies buy?,"Mission-Focused, Housing"
385,HUD,Department of Housing and Urban Development,HUD 385,"How do zoning, subdivision regulations, procedural processes, and local land use conditions affect housing supply, and what regulatory reforms are most effective at matching housing supply to demand in a way that promotes inclusive communities?","Mission-Focused, Equity, Housing"
386,HUD,Department of Housing and Urban Development,HUD 386,To what extent do land use policies and other regulatory factors drive differences in rents and production of affordable rental units?,"Mission-Focused, Equity, Housing"
387,HUD,Department of Housing and Urban Development,HUD 387,"How successful have laws aimed at increasing duplexes, Accessory Dwelling Units, and other low-density, infill housing typologies been at creating new housing supply?",Mission-Focused
388,HUD,Department of Housing and Urban Development,HUD 388,What is the potential for alternative models for housing affordability?,"Mission-Focused, Housing"
389,HUD,Department of Housing and Urban Development,HUD 389,How can affordable housing and manufactured homes promote wealth building?,"Mission-Focused, Equity, Housing"
390,HUD,Department of Housing and Urban Development,HUD 390,"What is the impact of Davis-Bacon wage requirements on the cost of housing development, project quality, and worker wages?","Mission-Focused, Housing"
391,HUD,Department of Housing and Urban Development,HUD 391,"To what extent can modular or other off-site construction methods produce affordable accessible rental units, and how does the affordability of off-site methods compare with that of site-built housing?","Mission-Focused, Equity, Housing"
392,HUD,Department of Housing and Urban Development,HUD 392,What do early findings show about the experiences of voucher holders in jurisdictions with local source of income discrimination ordinances?,"Mission-Focused, Equity, Housing"
393,HUD,Department of Housing and Urban Development,HUD 393,Can innovative housing discrimination study methodologies better detect and measure evidence of discrimination in advertised units than in-person paired testing methods?,"Mission-Focused, Equity, Housing"
394,HUD,Department of Housing and Urban Development,HUD 394,Do home seekers with communication-related disabilities experience substantial barriers to information in seeking rental units?,"Mission-Focused, Equity, Housing, Individuals with Disabilities"
395,HUD,Department of Housing and Urban Development,HUD 395,How are HUD’s definitions of ‘areas of minority concentration’ and Site and Neighborhood Standards shaping the development of new affordable housing?,"Mission-Focused, Equity, Housing"
396,HUD,Department of Housing and Urban Development,HUD 396,How effective are homeowner rehabilitation programs at improving individual quality of life and what effect do they have on neighborhood quality?,"Mission-Focused, Economic Development, Housing"
397,HUD,Department of Housing and Urban Development,HUD 397,"How are climate change risk and disasters affecting mortgage performance, and what are implications of including climate risk in underwriting procedures?","Mission-Focused, Climate Change, Housing, Disaster Response & Recovery"
398,HUD,Department of Housing and Urban Development,HUD 398,Who is served by PHA-administered homeownership programs and to what extent have assisted households been able to maintain homeownership and build assets?,"Mission-Focused, Equity, Housing"
399,HUD,Department of Housing and Urban Development,HUD 399,How would changes to basis boost policies impact patterns of Low-Income Housing Tax Credit (LIHTC) development?,"Mission-Focused, Equity, Housing"
400,HUD,Department of Housing and Urban Development,HUD 400,"Are current building efficiency, safety and resiliency codes for various types of housing adequate?","Mission-Focused, Climate Change, Energy, Housing"
401,HUD,Department of Housing and Urban Development,HUD 401,To what extent do people of color with disabilities seek redress related to their disability?,"Mission-Focused, Equity, Housing, Individuals with Disabilities"
402,HUD,Department of Housing and Urban Development,HUD 402,How can research support HUD and community efforts to Affirmatively Further Fair Housing (AFFH)?,"Mission-Focused, Operationally-Focused, Equity, Housing"
403,HUD,Department of Housing and Urban Development,HUD 403,"To what extent is there bias in home appraisals and automated valuations, and what are the fair housing implications?","Mission-Focused, Equity, Housing"
404,HUD,Department of Housing and Urban Development,HUD 404,"Why do comparatively few fair housing complaints relate to the home sales process, and are there ways to identify discriminatory practices such as steering?","Mission-Focused, Equity, Housing"
405,HUD,Department of Housing and Urban Development,HUD 405,"What portion of the HUD assisted rental housing continues to be non-compliant with applicable federal accessibility requirements, including in entrances and common areas of a building?","Mission-Focused, Equity, Housing"
406,HUD,Department of Housing and Urban Development,HUD 406,"How effective are Fair Housing Initiatives Program agencies in providing fair housing education, outreach, and investigations?","Mission-Focused, Equity, Housing"
407,HUD,Department of Housing and Urban Development,HUD 407,"How can equity in mortgage lending best be advanced, especially as algorithmic decision making is becoming more prevalent?","Mission-Focused, Equity, Housing"
408,HUD,Department of Housing and Urban Development,HUD 408,"What have HUD programs done to close the homeownership gap, and what role does homeowner equity play?","Mission-Focused, Equity, Housing"
409,HUD,Department of Housing and Urban Development,HUD 409,What are FHA's policy options and tradeoffs for advancing shared equity as a federal homeownership strategy?,Mission-Focused
410,HUD,Department of Housing and Urban Development,HUD 410,Who has benefitted from pandemic forbearance programs?,"Mission-Focused, Equity, Pandemic Response, Housing"
411,NASA,National Aeronautics and Space Administration,NASA 411,How do NASA Internships broaden participation of underrepresented and underserved students to advance equity and build a diverse future STEM Workforce?,"Operationally-Focused, PMA - Federal Workforce, Equity, Education, Workforce Development & Employment"
412,NASA,National Aeronautics and Space Administration,NASA 412,How do NASA’s procurement and grant practices advance equity for improved access to opportunities for underserved communities?,"Operationally-Focused, PMA - Business of Government, Equity, Grant Programs & Administration"
413,NASA,National Aeronautics and Space Administration,NASA 413,To what extent has the Enterprise Data Platform (EDP) been adopted and used to drive decision making?,Operationally-Focused
414,NASA,National Aeronautics and Space Administration,NASA 414,How can NASA enhance its early-stage innovation and partnership investment strategies to support American leadership in space technology?,"Mission-Focused, Economic Development"
415,NASA,National Aeronautics and Space Administration,NASA 415,"To what extent do NASA’s cost and schedule models, when used early in spaceflight project development, accurately predict final costs and schedules?",Mission-Focused
416,NRC,Nuclear Regulatory Commission,NRC 416,How can the NRC better leverage research conducted through NRC-sponsored university research and development grants?,"Mission-Focused, Grant Programs & Administration"
417,NRC,Nuclear Regulatory Commission,NRC 417,How can the NRC improve the agency's licensing and oversight programs based on recent operational experience and lessons learned from the COVID-19 pandemic?,"Operationally-Focused, PMA - Customer Experience & Service Delivery, Pandemic Response"
418,NRC,Nuclear Regulatory Commission,NRC 418,To what extent are licensing actions performed by the NRC becoming more or less resource intensive over time and have there been any changes in work product quality?,"Operationally-Focused, PMA - Federal Workforce"
419,NRC,Nuclear Regulatory Commission,NRC 419,How can the NRC improve external engagement to inspire stakeholder confidence?,"Operationally-Focused, PMA - Customer Experience & Service Delivery"
420,NRC,Nuclear Regulatory Commission,NRC 420,"To what extent are the NRC’s programs, policies, and activities addressing environmental justice?","Mission-Focused, Environmental Justice, Natural Resources & Environment"
421,NRC,Nuclear Regulatory Commission,NRC 421,To what extent are the NRC's computer codes capable of supporting independent analysis of the safety of advanced reactor designs and operations?,"Mission-Focused, Energy"
422,NRC,Nuclear Regulatory Commission,NRC 422,"What data received and maintained would be most beneficial for use in advanced analytical tools (e.g. machine learning, artificial intelligence) to support NRC decision making?","Operationally-Focused, Data Related"
423,NRC,Nuclear Regulatory Commission,NRC 423,To what extent are NRC’s workforce planning processes adequately accommodating potential workload fluctuations?,"Operationally-Focused, PMA - Federal Workforce"
424,NRC,Nuclear Regulatory Commission,NRC 424,"What process improvements can be implemented to make the NRC a more modern, risk-informed regulator and how are they aligned with performance indicators?",Operationally-Focused
425,NSF,National Science Foundation,NSF 425,In what ways did the COVID pandemic influence the participation of different groups in the NSF portfolio of programs and activities?,"Mission-Focused, PMA - Customer Experience & Service Delivery, Equity, Pandemic Response"
426,NSF,National Science Foundation,NSF 426,How can NSF help increase the participation of underrepresented groups in the STEM workforce?,"Mission-Focused, Equity, Workforce Development & Employment"
427,NSF,National Science Foundation,NSF 427,"How do EPSCoR (Established Program to Stimulate Competitive Research) program funding strategies (infrastructure, co-funding, and outreach) contribute to increasing academic research competitiveness across jurisdictions?","Mission-Focused, Operationally-Focused, Infrastructure"
428,NSF,National Science Foundation,NSF 428,How can NSF help reduce and ultimately eliminate harassment in federally funded research settings?,"Mission-Focused, Equity"
429,NSF,National Science Foundation,NSF 429,"How could the data system developed for the Research Experiences for Undergraduates (REU) Sites program be leveraged to improve prospective monitoring of characteristics of participants in research experiences supported by other NSF programs and study the impact of research experiences on STEM outcomes, such as educational attainment?","Mission-Focused, Equity, Education, Workforce Development & Employment, Data Related"
430,NSF,National Science Foundation,NSF 430,"What are the characteristics of NSF’s portfolio on climate change, and to what extent might this portfolio advance NSF’s goals of equity, discovery, and impact?","Mission-Focused, Equity, Climate Change"
431,NSF,National Science Foundation,NSF 431,What outcomes are associated with the adoption of a no-deadlines proposal submission process?,"Operationally-Focused, PMA - Customer Experience & Service Delivery, Grant Programs & Administration"
432,NSF,National Science Foundation,NSF 432,What are the benefits of receiving an award from a program supported by a partnership? How do these differ from benefits associated with awards from programs not supported by a partnership? What outputs and outcomes are associated with partnership programs? To what extent can these be attributed to the partnership programs? What improvements could make partnership programs more effective or easier to implement?,"Mission-Focused, Operationally-Focused, PMA - Customer Experience & Service Delivery"
433,NSF,National Science Foundation,NSF 433,What can be learned from the NSF Convergence Accelerator’s innovative selection process that may inform improvements in how the agency identifies and selects projects with high potential to advance ideas from concepts to deliverables of interest to industry and other partners?,"Mission-Focused, Operationally-Focused, PMA - Customer Experience & Service Delivery"
434,NSF,National Science Foundation,NSF 434,In what ways does the Convergence Accelerator Innovation Training contribute to the emergence of new capacities among participating researchers to meet pressing societal needs?,Mission-Focused
435,OPM,Office of Personnel Management,OPM 435,What strategies and approaches are needed to position the Federal Government for the post-pandemic work environment and the future of work?,"Mission-Focused, PMA - Federal Workforce, Future of Work"
436,OPM,Office of Personnel Management,OPM 436,To what extent are OPM’s High Impact Service Providers meeting customer needs? What strategies are effective for improving customer service and satisfaction?,"Mission-Focused, PMA - Customer Experience & Service Delivery, Social Services"
437,OPM,Office of Personnel Management,OPM 437,What challenges or barriers exist in the hiring process? What are effective actions to address these challenges or barriers?,"Mission-Focused, PMA - Federal Workforce"
438,OPM,Office of Personnel Management,OPM 438,How can OPM improve internal coordination and service delivery across its functions?,"Operationally-Focused, PMA - Customer Experience & Service Delivery"
439,OPM,Office of Personnel Management,OPM 439,"How can OPM effectively promote Diversity, Equity, Inclusion and Accessibility (DEIA) through workforce policies and programs?","Mission-Focused, PMA - Federal Workforce, Equity, DEIA"
440,OPM,Office of Personnel Management,OPM 440,"How do telework, remote work, and hybrid environments affect agencies, employees, and customers? What strategies are effective for optimizing telework, remote work, and hybrid environments?","Mission-Focused, PMA - Federal Workforce, Future of Work"
441,OPM,Office of Personnel Management,OPM 441,What policies and programs are effective in increasing early career talent into government?,"Mission-Focused, PMA - Federal Workforce"
442,OPM,Office of Personnel Management,OPM 442,How can OPM design employee benefits and compensation to better meet the needs of Federal employees?,"Mission-Focused, PMA - Federal Workforce"
443,OPM,Office of Personnel Management,OPM 443,"What effect does direct hire have on compliance with merit principles, diversity of hires, and hiring metrics such as time-to-hire?","Mission-Focused, PMA - Federal Workforce"
444,OPM,Office of Personnel Management,OPM 444,Which occupational series have the greatest demand and need for hiring assistance?,"Mission-Focused, PMA - Federal Workforce"
445,OPM,Office of Personnel Management,OPM 445,Are OPM’s human capital policies and guidance achieving their intended outcomes?,"Mission-Focused, PMA - Federal Workforce"
446,OPM,Office of Personnel Management,OPM 446,What strategies are effective in increasing use of applicant flow data? Does increased use of applicant flow data result in more diversity in hiring?,"Mission-Focused, PMA - Federal Workforce, Equity, DEIA, Data Related"
447,OPM,Office of Personnel Management,OPM 447,What strategies are effective in improving oversight efficiency and agency adherence to HR laws and policy guidance?,"Mission-Focused, PMA - Federal Workforce"
448,OPM,Office of Personnel Management,OPM 448,What is the customer experience for annuitants using Services Online? What percentage are using Services Online? What usability challenges exist? Does this experience differ by customer demographic?,"Mission-Focused, PMA - Customer Experience & Service Delivery"
449,OPM,Office of Personnel Management,OPM 449,What effect will online retirement application processes have on service delivery and customer experience? Does this experience differ by customer demographic?,"Mission-Focused, PMA - Customer Experience & Service Delivery"
450,OPM,Office of Personnel Management,OPM 450,What strategies are effective in encouraging adoption of rigorous hiring assessments within all pay systems?,"Mission-Focused, PMA - Federal Workforce"
451,OPM,Office of Personnel Management,OPM 451,What is the relationship between delegated examining certification and oversight findings?,"Mission-Focused, PMA - Federal Workforce"
452,OPM,Office of Personnel Management,OPM 452,"How has the federal Employee Paid Leave Act affected leave use, engagement, retention, career advancement, and well-being of federal employees?","Mission-Focused, PMA - Federal Workforce, Equity"
453,OPM,Office of Personnel Management,OPM 453,"What aspects of federal employment are most attractive for recruitment, especially for key skills areas?","Mission-Focused, PMA - Federal Workforce"
454,OPM,Office of Personnel Management,OPM 454,Is pay equitable across demographic groups? Do strategies focused on increasing diversity in leadership reduce pay disparities?,"Mission-Focused, PMA - Federal Workforce, Equity, DEIA"
455,OPM,Office of Personnel Management,OPM 455,What techniques are effective in increasing collection of demographic data?,"Operationally-Focused, PMA - Federal Workforce, Equity, Data Related"
456,OPM,Office of Personnel Management,OPM 456,What lessons were learned from COVID-19 that should inform future operations?,"Mission-Focused, Operationally-Focused, PMA - Federal Workforce, Pandemic Response, Future of Work"
457,OPM,Office of Personnel Management,OPM 457,"What are the laws, policies, flexibilities, and tools that will be needed to meet the needs of the future workforce?","Mission-Focused, PMA - Federal Workforce, Future of Work"
458,OPM,Office of Personnel Management,OPM 458,"What effect do assessments have on time-to-hire, applicant quality, and other hiring considerations?","Mission-Focused, PMA - Federal Workforce"
459,OPM,Office of Personnel Management,OPM 459,Which occupational series have the greatest need for upskilling?,"Mission-Focused, PMA - Federal Workforce"
460,OPM,Office of Personnel Management,OPM 460,What strategies are effective in promoting an internal culture of data-driven decision-making?,Operationally-Focused
461,OPM,Office of Personnel Management,OPM 461,"What effect will personalizing the USAJOBS interface have on applicant experience, hiring manager experience, and hiring measures?","Mission-Focused, PMA - Federal Workforce, PMA - Customer Experience & Service Delivery"
462,OPM,Office of Personnel Management,OPM 462,What are the key measures of DEIA performance? What are characteristics of agencies with high DEIA performance?,"Mission-Focused, PMA - Federal Workforce, Equity, DEIA"
463,OPM,Office of Personnel Management,OPM 463,Which flexibilities and delegations are most appropriate to extend to agencies?,"Mission-Focused, PMA - Federal Workforce"
464,OPM,Office of Personnel Management,OPM 464,What strategies are effective in increasing financial literacy for retirement?,"Mission-Focused, PMA - Federal Workforce"
465,OPM,Office of Personnel Management,OPM 465,What strategies or resources are effective for managing employee performance and productivity for telework or remote settings?,"Mission-Focused, PMA - Federal Workforce"
466,OPM,Office of Personnel Management,OPM 466,What strategies are effective in increasing diversity in the senior executive service (SES)?,"Mission-Focused, PMA - Federal Workforce, Equity, DEIA"
467,OPM,Office of Personnel Management,OPM 467,What is the relationship between current labor market skills and skills needed in the future? What gaps exist in meeting future mission needs/or labor market?,"Mission-Focused, PMA - Federal Workforce, Future of Work"
468,OPM,Office of Personnel Management,OPM 468,"What effect would the expansion of remote work have on hiring (for example, quality and diversity of the candidate pool and cost to agencies)?","Mission-Focused, PMA - Federal Workforce, Equity, DEIA, Future of Work"
469,OPM,Office of Personnel Management,OPM 469,"What is the relationship between telework, remote work, and hybrid environments and employee engagement and retention? How do these effects vary by employee demographic?","Mission-Focused, PMA - Federal Workforce, Equity, DEIA, Future of Work"
470,OPM,Office of Personnel Management,OPM 470,"What is the effect of telework, remote work, and hybrid environments on team and agency productivity?","Mission-Focused, PMA - Federal Workforce, Future of Work"
471,OPM,Office of Personnel Management,OPM 471,"What aspects of the classification and pay systems facilitate or hinder recruitment, retention, and promotion of diversity and equity?","Mission-Focused, PMA - Federal Workforce, Equity, DEIA"
472,OPM,Office of Personnel Management,OPM 472,How do federal employees perceive health plan options? What factors drive health plan decisions? Do these perceptions differ by demographic group?,"Mission-Focused, PMA - Federal Workforce, PMA - Customer Experience & Service Delivery, Equity"
473,OPM,Office of Personnel Management,OPM 473,"What specific practices, programs, or policies across the talent lifecycle promote increases in DEIA measures?","Mission-Focused, PMA - Federal Workforce, Equity, DEIA"
474,OPM,Office of Personnel Management,OPM 474,"Is advancing DEIA associated with federal agency performance measures such as productivity, employee engagement, and employee retention?","Mission-Focused, PMA - Federal Workforce, Equity, DEIA"
475,OPM,Office of Personnel Management,OPM 475,Do Government-wide performance management regulations and guidance meet the needs of managers and employees? What strategies are effective in improving performance management?,"Mission-Focused, PMA - Federal Workforce"
476,OPM,Office of Personnel Management,OPM 476,"Will the new FEHB decision support tool improve use of and satisfaction with plan selection tools, ability to make plan selections, ability to find health plans that meet their needs, and enrollment behaviors?","Mission-Focused, PMA - Federal Workforce, PMA - Customer Experience & Service Delivery"
